Drug,Metabolite,Change,Increased,Decreased,Description
Pravastatin,Glycochenodeoxycholate,decreased,0,1,Pravastatin decreases the level of Glycochenodeoxycholate in the blood
Pravastatin,Mevalonate,decreased,0,1,Pravastatin decreases the level of Mevalonate in the blood
Pravastatin,Palmitic acid [FA(16:0)],decreased,0,1,Pravastatin decreases the level of Palmitic acid [FA(16:0)] in the blood
Pravastatin,Alpha-tocopherol,increased,1,0,Pravastatin increases the level of Alpha-tocopherol in the blood
Pravastatin,LDL cholesterol,decreased,0,1,Pravastatin decreases the level of LDL cholesterol in the blood
Pravastatin,Lathosterol,decreased,0,1,Pravastatin decreases the level of Lathosterol in the blood
Pravastatin,Thromboxane beta-2,decreased,0,1,Pravastatin decreases the level of Thromboxane beta-2 in the blood
Pravastatin,1-Docosahexaenoylglycerophosphocholine LPC (22:6),increased,1,0,Pravastatin increases the level of 1-Docosahexaenoylglycerophosphocholine LPC (22:6) in the blood
Pravastatin,Malondialdehyde,decreased,0,1,Pravastatin decreases the level of Malondialdehyde in the blood
Pravastatin,Isobutyrylcarnitine C3-M,increased,1,0,Pravastatin increases the level of Isobutyrylcarnitine C3-M in the blood
Pravastatin,1-Arachidonoylglycerophosphoethanolamine LPE(20:4),increased,1,0,Pravastatin increases the level of 1-Arachidonoylglycerophosphoethanolamine LPE(20:4) in the blood
Pravastatin,1-Arachidonoylglycerophosphocholine LPC(20:4),increased,1,0,Pravastatin increases the level of 1-Arachidonoylglycerophosphocholine LPC(20:4) in the blood
Pravastatin,Ubiquinone,decreased,0,1,Pravastatin decreases the level of Ubiquinone in the blood
Prazepam,Desmethyldiazepam,increased,1,0,Prazepam increases the level of Desmethyldiazepam in the blood
Praziquantel,Nitrate,decreased,0,1,Praziquantel decreases the level of Nitrate in the blood
Praziquantel,Malondialdehyde,decreased,0,1,Praziquantel decreases the level of Malondialdehyde in the blood
Praziquantel,Nitrite,decreased,0,1,Praziquantel decreases the level of Nitrite in the blood
Praziquantel,8-isoprostane,decreased,0,1,Praziquantel decreases the level of 8-isoprostane in the blood
Prazosin,Norepinephrine,increased,1,0,Prazosin increases the level of Norepinephrine in the blood
Prazosin,Triglycerides,decreased,0,1,Prazosin decreases the level of Triglycerides in the blood
Prednisolone,Glucose,increased,1,0,Prednisolone increases the level of Glucose in the blood
Prednisolone,Creatinine,increased,1,0,Prednisolone increases the level of Creatinine in the blood
Prednisone,Uric acid,decreased,0,1,Prednisone decreases the level of Uric acid in the blood
Prednisone,potassium,decreased,0,1,Prednisone decreases the level of potassium in the blood
Prilocaine,Norepinephrine,increased,1,0,Prilocaine increases the level of Norepinephrine in the blood
Prilocaine,Epinephrine,increased,1,0,Prilocaine increases the level of Epinephrine in the blood
Primidone,phosphate,decreased,0,1,Primidone decreases the level of phosphate in the blood
Primidone,Calcium,decreased,0,1,Primidone decreases the level of Calcium in the blood
Primidone,25-hydroxyvitamin D,decreased,0,1,Primidone decreases the level of 25-hydroxyvitamin D in the blood
Primidone,"1,25-dihydroxyvitamin D3",decreased,0,1,"Primidone decreases the level of 1,25-dihydroxyvitamin D3 in the blood"
Probenecid,Uric acid,decreased,0,1,Probenecid decreases the level of Uric acid in the blood
Probenecid,Bilirubin,increased,1,0,Probenecid increases the level of Bilirubin in the blood
Probucol,LDL cholesterol,decreased,0,1,Probucol decreases the level of LDL cholesterol in the blood
Probucol,VLDL cholesterol,decreased,0,1,Probucol decreases the level of VLDL cholesterol in the blood
Probucol,HDL cholesterol,decreased,0,1,Probucol decreases the level of HDL cholesterol in the blood
Probucol,Malondialdehyde,decreased,0,1,Probucol decreases the level of Malondialdehyde in the blood
Probucol,Triglycerides,decreased,0,1,Probucol decreases the level of Triglycerides in the blood
Progesterone,Triglycerides,increased,1,0,Progesterone increases the level of Triglycerides in the blood
Progesterone,HDL cholesterol,increased,1,0,Progesterone increases the level of HDL cholesterol in the blood
Propafenone,CAMP,decreased,0,1,Propafenone decreases the level of CAMP in the blood
Propofol,Lactic acid,increased,1,0,Propofol increases the level of Lactic acid in the blood
Propofol,Norepinephrine,increased,1,0,Propofol increases the level of Norepinephrine in the blood
Propofol,Epinephrine,increased,1,0,Propofol increases the level of Epinephrine in the blood
Propranolol,Triglycerides,increased,1,0,Propranolol increases the level of Triglycerides in the blood
Propranolol,6-keto-PGF1 alpha,increased,1,0,Propranolol increases the level of 6-keto-PGF1 alpha in the blood
Propranolol,PGE2,increased,1,0,Propranolol increases the level of PGE2 in the blood
Propranolol,Free fatty acids,decreased,0,1,Propranolol decreases the level of Free fatty acids in the blood
Propranolol,Glutamate,decreased,0,1,Propranolol decreases the level of Glutamate in the blood
Propranolol,Glucose,decreased,0,1,Propranolol decreases the level of Glucose in the blood
Propranolol,Glycerol,decreased,0,1,Propranolol decreases the level of Glycerol in the blood
Propranolol,Aldosterone,decreased,0,1,Propranolol decreases the level of Aldosterone in the blood
Propranolol,Potassium,decreased,0,1,Propranolol decreases the level of Potassium in the blood
Propranolol,Calcium,decreased,0,1,Propranolol decreases the level of Calcium in the blood
Propranolol,Phosphate,increased,1,0,Propranolol increases the level of Phosphate in the blood
Propylthiouracil,Triiodothyronine,decreased,0,1,Propylthiouracil decreases the level of Triiodothyronine in the blood
Propylthiouracil,Thyroxine,decreased,0,1,Propylthiouracil decreases the level of Thyroxine in the blood
Protirelin,Glycoprotein hormones alpha chain,increased,1,0,Protirelin increases the level of Glycoprotein hormones alpha chain in the blood
Protriptyline,Sodium,decreased,0,1,Protriptyline decreases the level of Sodium in the blood
Protriptyline,Antidiuretic hormone,increased,1,0,Protriptyline increases the level of Antidiuretic hormone in the blood
Pseudoephedrine,potassium,decreased,0,1,Pseudoephedrine decreases the level of potassium in the blood
Quetiapine,Total thyroxine,decreased,0,1,Quetiapine decreases the level of Total thyroxine in the blood
Quetiapine,Glucose,increased,1,0,Quetiapine increases the level of Glucose in the blood
Quetiapine,Triglycerides,increased,1,0,Quetiapine increases the level of Triglycerides in the blood
Quetiapine,Free thyroxine,decreased,0,1,Quetiapine decreases the level of Free thyroxine in the blood
Quinapril,"Bradykinin, des-arg(9)",increased,1,0,"Quinapril increases the level of Bradykinin, des-arg(9) in the blood"
Quinapril,Phenylalanylphenylalanine,decreased,0,1,Quinapril decreases the level of Phenylalanylphenylalanine in the blood
Quinapril,HWESASXX,increased,1,0,Quinapril increases the level of HWESASXX in the blood
Quinapril,Aspartylphenylalanine,decreased,0,1,Quinapril decreases the level of Aspartylphenylalanine in the blood
Quinapril,Quinaprilat,increased,1,0,Quinapril increases the level of Quinaprilat in the blood
Quinapril,Aldosterone,decreased,0,1,Quinapril decreases the level of Aldosterone in the blood
Quinapril,Noradrenaline,decreased,0,1,Quinapril decreases the level of Noradrenaline in the blood
Quinine,3-hydroxyquinine,increased,1,0,Quinine increases the level of 3-hydroxyquinine in the blood
Quinine,Glucose,decreased,0,1,Quinine decreases the level of Glucose in the blood
Raloxifene,Allopregnanolone,increased,1,0,Raloxifene increases the level of Allopregnanolone in the blood
Raloxifene,Arachidonic acid,increased,1,0,Raloxifene increases the level of Arachidonic acid in the blood
Raloxifene,Total cholesterol,decreased,0,1,Raloxifene decreases the level of Total cholesterol in the blood
Raloxifene,Testosterone,increased,1,0,Raloxifene increases the level of Testosterone in the blood
Raloxifene,Beta-endorphin,increased,1,0,Raloxifene increases the level of Beta-endorphin in the blood
Raloxifene,LDL cholesterol,decreased,0,1,Raloxifene decreases the level of LDL cholesterol in the blood
Raloxifene,Non-HDL cholesterol,decreased,0,1,Raloxifene decreases the level of Non-HDL cholesterol in the blood
Raloxifene,Malondialdehyde,decreased,0,1,Raloxifene decreases the level of Malondialdehyde in the blood
Raloxifene,Estimated nitric oxide,decreased,0,1,Raloxifene decreases the level of Estimated nitric oxide in the blood
Raloxifene,Triglycerides,decreased,0,1,Raloxifene decreases the level of Triglycerides in the blood
Raloxifene,HDL cholesterol,increased,1,0,Raloxifene increases the level of HDL cholesterol in the blood
Raloxifene,Cortisol,decreased,0,1,Raloxifene decreases the level of Cortisol in the blood
Raloxifene,HDL2 cholesterol,increased,1,0,Raloxifene increases the level of HDL2 cholesterol in the blood
Raloxifene,Dehydroepiandrosterone,decreased,0,1,Raloxifene decreases the level of Dehydroepiandrosterone in the blood
Raloxifene,Cholesterol,decreased,0,1,Raloxifene decreases the level of Cholesterol in the blood
Raloxifene,Androstenedione,decreased,0,1,Raloxifene decreases the level of Androstenedione in the blood
Raloxifene,Homocysteine,decreased,0,1,Raloxifene decreases the level of Homocysteine in the blood
Raloxifene,Dehydroepiandrosterone sulfate,decreased,0,1,Raloxifene decreases the level of Dehydroepiandrosterone sulfate in the blood
Raloxifene,Pyridinoline,decreased,0,1,Raloxifene decreases the level of Pyridinoline in the blood
Raloxifene,25-OH vitamin D,increased,1,0,Raloxifene increases the level of 25-OH vitamin D in the blood
Raltegravir,Triglycerides,increased,1,0,Raltegravir increases the level of Triglycerides in the blood
Raltegravir,Total cholesterol,increased,1,0,Raltegravir increases the level of Total cholesterol in the blood
Raltegravir,Glucose,increased,1,0,Raltegravir increases the level of Glucose in the blood
Raltegravir,LDL cholesterol,increased,1,0,Raltegravir increases the level of LDL cholesterol in the blood
Ramipril,Glucose,decreased,0,1,Ramipril decreases the level of Glucose in the blood
Ramipril,Phenylalanylphenylalanine,decreased,0,1,Ramipril decreases the level of Phenylalanylphenylalanine in the blood
Ramipril,Aspartylphenylalanine,decreased,0,1,Ramipril decreases the level of Aspartylphenylalanine in the blood
Ramipril,Creatinine,increased,1,0,Ramipril increases the level of Creatinine in the blood
Ramipril,Bradykinin,increased,1,0,Ramipril increases the level of Bradykinin in the blood
Ramipril,Potassium,increased,1,0,Ramipril increases the level of Potassium in the blood
Ramipril,HWESASXX,increased,1,0,Ramipril increases the level of HWESASXX in the blood
Ramipril,"Bradykinin, des-arg(9)",increased,1,0,"Ramipril increases the level of Bradykinin, des-arg(9) in the blood"
Ramipril,Aldosterone,increased,1,0,Ramipril increases the level of Aldosterone in the blood
Ramipril,Sodium,decreased,0,1,Ramipril decreases the level of Sodium in the blood
Ramipril,Aldosterone,decreased,0,1,Ramipril decreases the level of Aldosterone in the blood
Ramipril,Urea,increased,1,0,Ramipril increases the level of Urea in the blood
Ramipril,Creatinine,decreased,0,1,Ramipril decreases the level of Creatinine in the blood
Ranitidine,Uric acid,increased,1,0,Ranitidine increases the level of Uric acid in the blood
Ranitidine,Creatinine,increased,1,0,Ranitidine increases the level of Creatinine in the blood
Ranitidine,Creatinine,increased,1,0,Ranitidine increases the level of Creatinine in the blood
Ranolazine,Glucose,decreased,0,1,Ranolazine decreases the level of Glucose in the blood
Rasburicase,Creatinine,decreased,0,1,Rasburicase decreases the level of Creatinine in the blood
Rasburicase,Uric acid,decreased,0,1,Rasburicase decreases the level of Uric acid in the blood
Rasburicase,allantoin,increased,1,0,Rasburicase increases the level of allantoin in the blood
Remifentanil,Glucose,decreased,0,1,Remifentanil decreases the level of Glucose in the blood
Repaglinide,Glucose,decreased,0,1,Repaglinide decreases the level of Glucose in the blood
Repaglinide,C-peptide,decreased,0,1,Repaglinide decreases the level of C-peptide in the blood
Ribavirin,Bilirubin,increased,1,0,Ribavirin increases the level of Bilirubin in the blood
Riboflavin,Riboflavin,increased,1,0,Riboflavin increases the level of Riboflavin in the blood
Rifampicin,Bilirubin,increased,1,0,Rifampicin increases the level of Bilirubin in the blood
Rifampicin,"1,25-dihydroxyvitamin D3",decreased,0,1,"Rifampicin decreases the level of 1,25-dihydroxyvitamin D3 in the blood"
Rifampicin,TSH,increased,1,0,Rifampicin increases the level of TSH in the blood
Rifampicin,Chlorophenoxyisobutyric acid,decreased,0,1,Rifampicin decreases the level of Chlorophenoxyisobutyric acid in the blood
Rifampicin,T4,decreased,0,1,Rifampicin decreases the level of T4 in the blood
Rifampicin,4beta-hydroxycholesterol,increased,1,0,Rifampicin increases the level of 4beta-hydroxycholesterol in the blood
Rifampicin,25-hydroxyvitamin D,decreased,0,1,Rifampicin decreases the level of 25-hydroxyvitamin D in the blood
Rifampicin,Unconjugated bilirubin,increased,1,0,Rifampicin increases the level of Unconjugated bilirubin in the blood
Rilmenidine,HDL cholesterol,increased,1,0,Rilmenidine increases the level of HDL cholesterol in the blood
Rilmenidine,Glucose,decreased,0,1,Rilmenidine decreases the level of Glucose in the blood
Rilpivirine,Creatinine,increased,1,0,Rilpivirine increases the level of Creatinine in the blood
Rilpivirine,LDL cholesterol,decreased,0,1,Rilpivirine decreases the level of LDL cholesterol in the blood
Rilpivirine,Total cholesterol,decreased,0,1,Rilpivirine decreases the level of Total cholesterol in the blood
Riluzole,GABA,increased,1,0,Riluzole increases the level of GABA in the blood
Riluzole,Glutamate,decreased,0,1,Riluzole decreases the level of Glutamate in the blood
Riluzole,Total amino acids,decreased,0,1,Riluzole decreases the level of Total amino acids in the blood
Rimonabant,Glucose,decreased,0,1,Rimonabant decreases the level of Glucose in the blood
Rimonabant,HDL cholesterol,increased,1,0,Rimonabant increases the level of HDL cholesterol in the blood
Rimonabant,Triglycerides,decreased,0,1,Rimonabant decreases the level of Triglycerides in the blood
Risedronic acid,"1,25-dihydroxyvitamin D",increased,1,0,"Risedronic acid increases the level of 1,25-dihydroxyvitamin D in the blood"
Risperidone,TG18.0,increased,1,0,Risperidone increases the level of TG18.0 in the blood
Risperidone,GABA,decreased,0,1,Risperidone decreases the level of GABA in the blood
Risperidone,TG14.0,increased,1,0,Risperidone increases the level of TG14.0 in the blood
Risperidone,Glutamate,increased,1,0,Risperidone increases the level of Glutamate in the blood
Risperidone,CE18.3n3,increased,1,0,Risperidone increases the level of CE18.3n3 in the blood
Risperidone,Glucose,increased,1,0,Risperidone increases the level of Glucose in the blood
Risperidone,PE22.5n6,increased,1,0,Risperidone increases the level of PE22.5n6 in the blood
Risperidone,PE20.5n3,increased,1,0,Risperidone increases the level of PE20.5n3 in the blood
Risperidone,HDL cholesterol,decreased,0,1,Risperidone decreases the level of HDL cholesterol in the blood
Risperidone,Creatinine,increased,1,0,Risperidone increases the level of Creatinine in the blood
Risperidone,PC18.0,increased,1,0,Risperidone increases the level of PC18.0 in the blood
Risperidone,Serotonin,decreased,0,1,Risperidone decreases the level of Serotonin in the blood
Risperidone,CE18.3n6,increased,1,0,Risperidone increases the level of CE18.3n6 in the blood
Risperidone,Cholesterol,increased,1,0,Risperidone increases the level of Cholesterol in the blood
Risperidone,Triglycerides,increased,1,0,Risperidone increases the level of Triglycerides in the blood
Risperidone,TG20.4n3,increased,1,0,Risperidone increases the level of TG20.4n3 in the blood
Risperidone,PC18.3n6,increased,1,0,Risperidone increases the level of PC18.3n6 in the blood
Ritodrine,Thromboxane A2,decreased,0,1,Ritodrine decreases the level of Thromboxane A2 in the blood
Ritodrine,"13,14-dihydro-15-keto-prostaglandin F2 alpha",decreased,0,1,"Ritodrine decreases the level of 13,14-dihydro-15-keto-prostaglandin F2 alpha in the blood"
Ritodrine,Glucose,increased,1,0,Ritodrine increases the level of Glucose in the blood
Ritodrine,Potassium,decreased,0,1,Ritodrine decreases the level of Potassium in the blood
Ritodrine,Lactate,increased,1,0,Ritodrine increases the level of Lactate in the blood
Ritonavir,Glucose,increased,1,0,Ritonavir increases the level of Glucose in the blood
Ritonavir,LDL cholesterol,increased,1,0,Ritonavir increases the level of LDL cholesterol in the blood
Ritonavir,Triglycerides,increased,1,0,Ritonavir increases the level of Triglycerides in the blood
Ritonavir,HDL cholesterol,decreased,0,1,Ritonavir decreases the level of HDL cholesterol in the blood
Ritonavir,Total bilirubin,increased,1,0,Ritonavir increases the level of Total bilirubin in the blood
Ritonavir,Bilirubin,increased,1,0,Ritonavir increases the level of Bilirubin in the blood
Ritonavir,Total cholesterol,increased,1,0,Ritonavir increases the level of Total cholesterol in the blood
Ritonavir,Creatinine,increased,1,0,Ritonavir increases the level of Creatinine in the blood
Rituximab,Creatinine,decreased,0,1,Rituximab decreases the level of Creatinine in the blood
Rituximab,Creatinine,increased,1,0,Rituximab increases the level of Creatinine in the blood
Ropivacaine,Glucose,increased,1,0,Ropivacaine increases the level of Glucose in the blood
Ropivacaine,Cortisol,decreased,0,1,Ropivacaine decreases the level of Cortisol in the blood
Rosiglitazone,Calcium,decreased,0,1,Rosiglitazone decreases the level of Calcium in the blood
Rosiglitazone,Glucose,decreased,0,1,Rosiglitazone decreases the level of Glucose in the blood
Rosiglitazone,HDL cholesterol,increased,1,0,Rosiglitazone increases the level of HDL cholesterol in the blood
Rosiglitazone,Hemoglobin A(1c),decreased,0,1,Rosiglitazone decreases the level of Hemoglobin A(1c) in the blood
Rosiglitazone,Asymmetric dimethylarginine,decreased,0,1,Rosiglitazone decreases the level of Asymmetric dimethylarginine in the blood
Rosiglitazone,Triglycerides,decreased,0,1,Rosiglitazone decreases the level of Triglycerides in the blood
Rosuvastatin,Glucose,increased,1,0,Rosuvastatin increases the level of Glucose in the blood
Rosuvastatin,Low-density lipoprotein cholesterol,decreased,0,1,Rosuvastatin decreases the level of Low-density lipoprotein cholesterol in the blood
Rosuvastatin,Glucose,decreased,0,1,Rosuvastatin decreases the level of Glucose in the blood
Rosuvastatin,Creatinine,increased,1,0,Rosuvastatin increases the level of Creatinine in the blood
Rosuvastatin,Free testosterone,decreased,0,1,Rosuvastatin decreases the level of Free testosterone in the blood
Rosuvastatin,Triglycerides,decreased,0,1,Rosuvastatin decreases the level of Triglycerides in the blood
Rosuvastatin,VLDL triglycerides,decreased,0,1,Rosuvastatin decreases the level of VLDL triglycerides in the blood
Rosuvastatin,Non-HDL cholesterol,decreased,0,1,Rosuvastatin decreases the level of Non-HDL cholesterol in the blood
Rosuvastatin,HDL cholesterol,increased,1,0,Rosuvastatin increases the level of HDL cholesterol in the blood
Rosuvastatin,ADMA,decreased,0,1,Rosuvastatin decreases the level of ADMA in the blood
Rosuvastatin,Total cholesterol,decreased,0,1,Rosuvastatin decreases the level of Total cholesterol in the blood
Rosuvastatin,LDL cholesterol,decreased,0,1,Rosuvastatin decreases the level of LDL cholesterol in the blood
Rosuvastatin,Remnant-like particle cholesterol,decreased,0,1,Rosuvastatin decreases the level of Remnant-like particle cholesterol in the blood
Rosuvastatin,Total testosterone,decreased,0,1,Rosuvastatin decreases the level of Total testosterone in the blood
Salbutamol,Potassium,decreased,0,1,Salbutamol decreases the level of Potassium in the blood
Salbutamol,potassium,decreased,0,1,Salbutamol decreases the level of potassium in the blood
Salbutamol,Glucose,increased,1,0,Salbutamol increases the level of Glucose in the blood
Salbutamol,CAMP,increased,1,0,Salbutamol increases the level of CAMP in the blood
Salbutamol,Glycerol,increased,1,0,Salbutamol increases the level of Glycerol in the blood
Salbutamol,Lactate,increased,1,0,Salbutamol increases the level of Lactate in the blood
Salbutamol,Non-esterified fatty acids,increased,1,0,Salbutamol increases the level of Non-esterified fatty acids in the blood
Salbutamol,Phosphorus,decreased,0,1,Salbutamol decreases the level of Phosphorus in the blood
Salbutamol,Rubidium,decreased,0,1,Salbutamol decreases the level of Rubidium in the blood
Salbutamol,Pyruvate,increased,1,0,Salbutamol increases the level of Pyruvate in the blood
Salbutamol,Ketone bodies,increased,1,0,Salbutamol increases the level of Ketone bodies in the blood
Salmeterol,potassium,decreased,0,1,Salmeterol decreases the level of potassium in the blood
Salmon calcitonin,Calcium,decreased,0,1,Salmon calcitonin decreases the level of Calcium in the blood
Salmon calcitonin,Phosphorus,decreased,0,1,Salmon calcitonin decreases the level of Phosphorus in the blood
Salsalate,Triglycerides,decreased,0,1,Salsalate decreases the level of Triglycerides in the blood
Salsalate,Uric acid,decreased,0,1,Salsalate decreases the level of Uric acid in the blood
Salsalate,LDL cholesterol,increased,1,0,Salsalate increases the level of LDL cholesterol in the blood
Salsalate,VLDL cholesterol,decreased,0,1,Salsalate decreases the level of VLDL cholesterol in the blood
Salsalate,Glucose,decreased,0,1,Salsalate decreases the level of Glucose in the blood
Salsalate,Free fatty acids,decreased,0,1,Salsalate decreases the level of Free fatty acids in the blood
Sapropterin,Dopamine,increased,1,0,Sapropterin increases the level of Dopamine in the blood
Sapropterin,Serotonin,increased,1,0,Sapropterin increases the level of Serotonin in the blood
Sapropterin,Phenylalanine,decreased,0,1,Sapropterin decreases the level of Phenylalanine in the blood
Saquinavir,25-hydroxyvitamin D,decreased,0,1,Saquinavir decreases the level of 25-hydroxyvitamin D in the blood
Saquinavir,"1,25-dihydroxyvitamin D3",decreased,0,1,"Saquinavir decreases the level of 1,25-dihydroxyvitamin D3 in the blood"
Saroglitazar,LDL cholesterol,decreased,0,1,Saroglitazar decreases the level of LDL cholesterol in the blood
Saroglitazar,Glucose,decreased,0,1,Saroglitazar decreases the level of Glucose in the blood
Saroglitazar,Non-HDL cholesterol,decreased,0,1,Saroglitazar decreases the level of Non-HDL cholesterol in the blood
Saroglitazar,Total cholesterol,decreased,0,1,Saroglitazar decreases the level of Total cholesterol in the blood
Saroglitazar,Triglycerides,decreased,0,1,Saroglitazar decreases the level of Triglycerides in the blood
Saxagliptin,HbA(1c),decreased,0,1,Saxagliptin decreases the level of HbA(1c) in the blood
Saxagliptin,Glucose,decreased,0,1,Saxagliptin decreases the level of Glucose in the blood
Selegiline,"3,4-dihydroxyphenylacetic acid",decreased,0,1,"Selegiline decreases the level of 3,4-dihydroxyphenylacetic acid in the blood"
Selegiline,3-methoxy-4-hydroxyphenyl glycol,decreased,0,1,Selegiline decreases the level of 3-methoxy-4-hydroxyphenyl glycol in the blood
Selegiline,"3,4-dihydroxyphenylglycol",decreased,0,1,"Selegiline decreases the level of 3,4-dihydroxyphenylglycol in the blood"
Selegiline,4-hydroxy-3-methoxyphenylglycol,decreased,0,1,Selegiline decreases the level of 4-hydroxy-3-methoxyphenylglycol in the blood
Selenium,Glucose,decreased,0,1,Selenium decreases the level of Glucose in the blood
Semustine,Creatinine,increased,1,0,Semustine increases the level of Creatinine in the blood
Semustine,Urea,increased,1,0,Semustine increases the level of Urea in the blood
Sennosides,Aldosterone,increased,1,0,Sennosides increases the level of Aldosterone in the blood
Sertindole,Glucose,increased,1,0,Sertindole increases the level of Glucose in the blood
Sertraline,Glucose,increased,1,0,Sertraline increases the level of Glucose in the blood
Sertraline,Asparagine,increased,1,0,Sertraline increases the level of Asparagine in the blood
Sertraline,Hydroxycarbamate NIST,increased,1,0,Sertraline increases the level of Hydroxycarbamate NIST in the blood
Sertraline,Xylitol,increased,1,0,Sertraline increases the level of Xylitol in the blood
Sertraline,Indole-3-acetate,increased,1,0,Sertraline increases the level of Indole-3-acetate in the blood
Sertraline,Palmitoleic acid,increased,1,0,Sertraline increases the level of Palmitoleic acid in the blood
Sertraline,Cystine,increased,1,0,Sertraline increases the level of Cystine in the blood
Sertraline,Serotonin,decreased,0,1,Sertraline decreases the level of Serotonin in the blood
Sertraline,Tyrosine,increased,1,0,Sertraline increases the level of Tyrosine in the blood
Sertraline,Uric acid,decreased,0,1,Sertraline decreases the level of Uric acid in the blood
Sertraline,5-methoxytryptamine,decreased,0,1,Sertraline decreases the level of 5-methoxytryptamine in the blood
Sertraline,HippUric acid,increased,1,0,Sertraline increases the level of HippUric acid in the blood
Sertraline,Citrulline,decreased,0,1,Sertraline decreases the level of Citrulline in the blood
Sertraline,Succinic acid,decreased,0,1,Sertraline decreases the level of Succinic acid in the blood
Sertraline,Heptadecanoic acid,decreased,0,1,Sertraline decreases the level of Heptadecanoic acid in the blood
Sertraline,Aconitic acid,increased,1,0,Sertraline increases the level of Aconitic acid in the blood
Sertraline,Citric acid,increased,1,0,Sertraline increases the level of Citric acid in the blood
Sertraline,Xylose,increased,1,0,Sertraline increases the level of Xylose in the blood
Sertraline,Inulobiose,increased,1,0,Sertraline increases the level of Inulobiose in the blood
Sertraline,Delta-Tocopherol,increased,1,0,Sertraline increases the level of Delta-Tocopherol in the blood
Sertraline,Alpha-tocopherol,increased,1,0,Sertraline increases the level of Alpha-tocopherol in the blood
Sertraline,4-Hydroxyphenyllactic Acid,increased,1,0,Sertraline increases the level of 4-Hydroxyphenyllactic Acid in the blood
Sertraline,Isoleucine,decreased,0,1,Sertraline decreases the level of Isoleucine in the blood
Sertraline,Homogentistic Acid,increased,1,0,Sertraline increases the level of Homogentistic Acid in the blood
Sertraline,"3,4-Dihydroxymandelic Acid",increased,1,0,"Sertraline increases the level of 3,4-Dihydroxymandelic Acid in the blood"
Sertraline,4-Hydroxyphenylacetic Acid,increased,1,0,Sertraline increases the level of 4-Hydroxyphenylacetic Acid in the blood
Sertraline,Melatonin,increased,1,0,Sertraline increases the level of Melatonin in the blood
Sertraline,5-hydroxyindoleacetic acid,decreased,0,1,Sertraline decreases the level of 5-hydroxyindoleacetic acid in the blood
Sertraline,Ornithine,decreased,0,1,Sertraline decreases the level of Ornithine in the blood
Sertraline,3-hydroxybutanoic acid,decreased,0,1,Sertraline decreases the level of 3-hydroxybutanoic acid in the blood
Sertraline,Methionine,increased,1,0,Sertraline increases the level of Methionine in the blood
Sertraline,Tryptophan,increased,1,0,Sertraline increases the level of Tryptophan in the blood
Sertraline,Cysteine,increased,1,0,Sertraline increases the level of Cysteine in the blood
Sertraline,Behenic acid,increased,1,0,Sertraline increases the level of Behenic acid in the blood
Sertraline,Myristic acid,decreased,0,1,Sertraline decreases the level of Myristic acid in the blood
Sertraline,Xanthine,decreased,0,1,Sertraline decreases the level of Xanthine in the blood
Sertraline,Sucrose,increased,1,0,Sertraline increases the level of Sucrose in the blood
Sertraline,Oleic acid,decreased,0,1,Sertraline decreases the level of Oleic acid in the blood
Sertraline,Arachidonic acid,decreased,0,1,Sertraline decreases the level of Arachidonic acid in the blood
Sertraline,Palmitic acid,decreased,0,1,Sertraline decreases the level of Palmitic acid in the blood
Sertraline,Arachidonic acid isomer,decreased,0,1,Sertraline decreases the level of Arachidonic acid isomer in the blood
Sertraline,Linoleic acid,decreased,0,1,Sertraline decreases the level of Linoleic acid in the blood
Sertraline,Triglycerides,increased,1,0,Sertraline increases the level of Triglycerides in the blood
Sertraline,Glycerol,decreased,0,1,Sertraline decreases the level of Glycerol in the blood
Sevelamer,Bicarbonate,decreased,0,1,Sevelamer decreases the level of Bicarbonate in the blood
Sevelamer,phosphorus,decreased,0,1,Sevelamer decreases the level of phosphorus in the blood
Sevelamer,Bicarbonate,increased,1,0,Sevelamer increases the level of Bicarbonate in the blood
Sevelamer,Cholesterol,decreased,0,1,Sevelamer decreases the level of Cholesterol in the blood
Sevelamer,Potassium,increased,1,0,Sevelamer increases the level of Potassium in the blood
Sevelamer,LDL cholesterol,decreased,0,1,Sevelamer decreases the level of LDL cholesterol in the blood
Sevelamer,Phosphate,decreased,0,1,Sevelamer decreases the level of Phosphate in the blood
Sevelamer,magnesium,decreased,0,1,Sevelamer decreases the level of magnesium in the blood
Sevelamer,Total cholesterol,decreased,0,1,Sevelamer decreases the level of Total cholesterol in the blood
Sevelamer,Phosphate,decreased,0,1,Sevelamer decreases the level of Phosphate in the blood
Sevelamer,Calcium,decreased,0,1,Sevelamer decreases the level of Calcium in the blood
Seviteronel,Dehydroepiandrosterone (DHEA),decreased,0,1,Seviteronel decreases the level of Dehydroepiandrosterone (DHEA) in the blood
Sevoflurane,Glucose,increased,1,0,Sevoflurane increases the level of Glucose in the blood
Sibutramine,Glucose,decreased,0,1,Sibutramine decreases the level of Glucose in the blood
Sibutramine,Triglycerides,decreased,0,1,Sibutramine decreases the level of Triglycerides in the blood
Sibutramine,Total cholesterol,decreased,0,1,Sibutramine decreases the level of Total cholesterol in the blood
Sibutramine,LDL cholesterol,decreased,0,1,Sibutramine decreases the level of LDL cholesterol in the blood
Sibutramine,HDL cholesterol,increased,1,0,Sibutramine increases the level of HDL cholesterol in the blood
Sildenafil,CGMP,increased,1,0,Sildenafil increases the level of CGMP in the blood
